tweet_id,created_at,keyword_search,text
1633657076089061377,2023-03-09 02:32:53+00:00,ukraine+oil,"@AdamKinzinger Not just that money laundering acting crook in Ukraine, but the Sleepy One acting as POTUS started this military action. Great way to cover up the Biden's involvement in Ukraine oil.  Classic move to hide criminal activity."
1633625301090713600,2023-03-09 00:26:37+00:00,ukraine+oil,"RT @anasalhajji: again: 
Putin single-handedly delayed the implementation of climate change policies for several years... although he did n…"
1633613976083873795,2023-03-08 23:41:37+00:00,ukraine+oil,"@Marioscargo @akafacehots @UnionizeTesla @Jim_Jordan The American rescue plan increased inflation, pandering to the Covid crazies by allowing extended unnecessary unemployment and just handing money out to win favor with voters, funding useless Ukraine, oil restrictions, ending trump policies that worked"
