tweet_id,created_at,keyword_search,text,language
1628084157229281309,2023-02-21T17:28:06.000Z,russia+stock,@MarySchlieder @BasedMikeLee @POTUS 1) Turns out the writer isn’t aware of what’s happening. China yuan accounts for 1/5 of all money traded on Russia stock market and was only 1% prior to war. China is buying more coal from Russia now than it has in the past 5 yrs.,en
1627782335788621830,2023-02-20T21:28:46.000Z,russia+stock,@StephenKotkin @Rod9331 @OregonLP @RageAgainstWar_ ruSSia stock exchange just now https://t.co/O8CNscwvEb,en
