Keyword,tweet_id,created_at,text
zelenskyy+energy,1630599361607475203,2023-02-28T16:02:37.000Z,@Casey5122dark Freedom (lockdowns and jab passports) peace ( financing Nazi Zelenskyy ( energy independence (produces less than half of the energy it uses)
zelenskyy+energy,1629278521540608000,2023-02-25T00:34:04.000Z,"RT @TheNunnReport: Ep 199 Midget Man Zelenskyy &amp; Energy Cost Lie
Please follow on Rumble Channel ""The Nunn Report""

https://t.co/fLUyGQi0vv"
zelenskyy+energy,1629272394572640258,2023-02-25T00:09:43.000Z,"Ep 199 Midget Man Zelenskyy &amp; Energy Cost Lie
Please follow on Rumble Channel ""The Nunn Report""

https://t.co/fLUyGQi0vv"
